,Job Title Index,Job ID,Job Title,Company Name,Company Location,Link
17,1,p_b735ff232cb3cecd,Data Analyst,Southwestern Public Health,"Woodstock, ON",https://ca.indeed.com/rc/clk?jk=b735ff232cb3cecd&fccid=d4d4485982b61f2b&vjs=3
18,1,p_b18386d8b5a6db4e,Contract & Quality Data Analyst,Vancouver Island Health Authority,"Victoria, BC",https://ca.indeed.com/rc/clk?jk=b18386d8b5a6db4e&fccid=734731cce237a609&vjs=3
19,1,p_3641e1ab7343aab0,Data Analyst,Deer Lodge Centre,"Winnipeg, MB",https://ca.indeed.com/rc/clk?jk=3641e1ab7343aab0&fccid=e0450d2811681ea6&vjs=3
20,1,p_ef6f7b2aa7d50ce6,Data Analyst - Immunology,Caprion,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=ef6f7b2aa7d50ce6&fccid=943271990b714a32&vjs=3
21,1,p_653540c8905c5a7d,Revenue Data Analyst,Docebo CA,Ontario,https://ca.indeed.com/rc/clk?jk=653540c8905c5a7d&fccid=b3b9a4575997fdc5&vjs=3
22,1,p_41089c676da6261d,Accounting Data Analyst,Cornershop,"Toronto, ON",https://ca.indeed.com/company/Cornershop/jobs/Accounting-Data-Analyst-41089c676da6261d?fccid=ae3388917512271e&vjs=3
23,1,p_39103d1aeecffff9,Data Visualization Teaching Assistant - UNIVERSITY OF TORONT...,Trilogy Education,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=39103d1aeecffff9&fccid=44e83bef98759943&vjs=3
24,1,p_5c95397efa3bce3e,UTOPIAN Data Analyst,University of Toronto,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=5c95397efa3bce3e&fccid=986361104086c3ae&vjs=3
25,1,p_2bf59df03f2031b1,Business Intelligence Analyst,Holland Bloorview Kids Rehabilitation Hospital,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=2bf59df03f2031b1&fccid=3afc98ada2a53514&vjs=3
26,1,p_2b99c400b884d21a,Growth Product Manager,Knowledgehook Inc.,"Toronto, ON",https://ca.indeed.com/company/knowledgehook-Inc/jobs/Growth-Product-Manager-2b99c400b884d21a?fccid=ee6109f9f3629daa&vjs=3
27,1,p_f14982285f05f397,Data Visualization Instructor - UNIVERSITY OF TORONTO (Toron...,Trilogy Education,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=f14982285f05f397&fccid=44e83bef98759943&vjs=3
28,1,pj_38a2161d10ca35b4,Data Analyst,Consumer Intelligence Group,"Toronto, ON",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D7CGsP-th9n4q0AcAGDLlkKZ2MCHIZT_knKXG4WCoOJt-vWLYVf7k8hD6ZAKSbZVsxxYCLx8FRJsEK-aQm42NOOGHxkTzjfNzfaGceqX6jWbbB0HjHujNAN7Ops3bPQJiJtdTZ557mB4TAdv7S3CqoAruvT0z60b4HMDsdZQCUJn61vcF_zZcBp-UEPvKSxJPB3ytw7V_rYEYx9lyynbGCJlJ4FJB4CX2LOg5GkS0voxOOYQz4fjREDfOdnak6kT7qzZRC9sIBH7GU_GBUh2_1dlGa6f2veD4XFioCdqu5_cJHSALdoW3e0guruvuudkMsMzXK7rAyZDZbG4Pc8mXab6K3_EKA2kuX2irg8MhE1NJ0iB349UKGnNkeu2M0VdwXxNONMkF-6KxZHk-yV58mANSrNe5qmYOHzNJ2afftKuEqFY1Oz3Ps2rt9wPApdG7E2pSLo1Z85Ndj4CrpF7aJTTTw61YmxCH9kZ7CTJHpHQ==&p=13&fvj=1&vjs=3
29,1,p_1d57f1f35fd52334,Senior BI Data Analyst,McGill University,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=1d57f1f35fd52334&fccid=367ae0b0728910f4&vjs=3
30,1,p_e11dcac1e1c37c6c,Data Analyst,Dentons Canada,"Calgary, AB",https://ca.indeed.com/rc/clk?jk=e11dcac1e1c37c6c&fccid=963c4eaa147ff5ce&vjs=3
31,1,p_640ff764c702e9c4,Data Analysis Specialist,Intact,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=640ff764c702e9c4&fccid=be7195d2ebb48351&vjs=3
32,1,p_5595eb0087d56ede,Data Analyst - Full Tme,Nature's Fare Markets,"Vernon, BC",https://ca.indeed.com/rc/clk?jk=5595eb0087d56ede&fccid=72dbe50d36d00e8b&vjs=3
33,1,p_d764b13da90b228c,"Human Resources Analyst, Summer 2021 Student Opportunities",RBC,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=d764b13da90b228c&fccid=537b899e30af3338&vjs=3
34,1,p_f85ef3e46357d5e4,Informatica BDM - Data Governance Specialist,AstraNorth,"Toronto, ON",https://ca.indeed.com/company/AstraNorth/jobs/Informatica-Bdm-f85ef3e46357d5e4?fccid=8116154355837827&vjs=3
35,1,p_e9d19328a3d7ab67,"Internal Auditor & Data Analyst, Summer 2021 Student Opportu...",RBC,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=e9d19328a3d7ab67&fccid=537b899e30af3338&vjs=3
36,1,p_634b669eacd02775,"Data Analyst in Health Promotion Research, Department of Psy...",The University of Calgary,"Calgary, AB",https://ca.indeed.com/rc/clk?jk=634b669eacd02775&fccid=73ba4947c3957345&vjs=3
37,1,p_afd49ef121e7541b,Product Analytics Lead,Uken Games,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=afd49ef121e7541b&fccid=339dd03f8e21339f&vjs=3
38,1,p_efb5d3ed97366704,User-Centric Researcher (UX/UI),VERB Interactive,"Halifax, NS",https://ca.indeed.com/rc/clk?jk=efb5d3ed97366704&fccid=f4251a702a092880&vjs=3
39,1,p_214255ef6b6ce2be,Data Analyst,Hopper,Canada,https://ca.indeed.com/rc/clk?jk=214255ef6b6ce2be&fccid=71eb96af97fae7e9&vjs=3
40,1,p_393ba12087aa0df2,Flight Data Analyst,Latitude Technologies,"Victoria, BC",https://ca.indeed.com/rc/clk?jk=393ba12087aa0df2&fccid=4a7461581ae96fe5&vjs=3
41,1,p_e38bd07bb051a594,Senior Data Analyst - Remote,Tucows,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=e38bd07bb051a594&fccid=4bcbc8cc86f1169e&vjs=3
42,1,p_c3d93cfdb00c250d,Sr Business Data Analyst,Moneris Solutions Corporation,"Etobicoke, ON",https://ca.indeed.com/rc/clk?jk=c3d93cfdb00c250d&fccid=3308ce641126a211&vjs=3
43,1,p_e1233ae3a1cee5dd,Mediabrands - Data Analyst,IPG Mediabrands,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=e1233ae3a1cee5dd&fccid=bcc67c9d86a19ca1&vjs=3
44,1,p_32029c2c7ca0b68e,Data Analyst Specialist,Intact,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=32029c2c7ca0b68e&fccid=be7195d2ebb48351&vjs=3
45,1,p_007508e08f1eb273,"Initiative - Data Analyst, Digital Hub",IPG Mediabrands,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=007508e08f1eb273&fccid=bcc67c9d86a19ca1&vjs=3
46,1,p_54dbd13c1a1db620,"Analyst, Business Intelligence",Financeit,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=54dbd13c1a1db620&fccid=b8647bd8b58a6cb1&vjs=3
47,1,pj_e58d6f89cf5f08cc,Group Data Analyst,GroupHEALTH Benefit Solutions,"Surrey, BC",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BNLcHStx26PohAOtNILQluqT2l351MdGxQ8AcmB5NF1GsFV2XH6kPk4rLDBR3D57RZLZVqkekAbfAuqXik3ry_qrn_NDa2lTJgkbUBnaYbSG9I-uAGZb_c1wL-ILMlMLk6ocqmU62KbmmIg6lJbYahoX5Yl8pqhio8U__8v-Uu9qnol7B4-TGhF9J2PLqZM3RzbXMDQBuO6lRdoOKvMdQYqSovAiMKh9ZtHLs4oW88_5BWroP27s9IcQ44TLrxgm_jo31bQEK1RHDPfonUu40UJ3-uYCHvOrwKmMmewQJj0DQj8qgwVodG6Mw1EgL1WGzXWGxXiw7p1Ujw87uTbZO6avQyoAbrCdJZ0bCsZKVZdNZJuqx46ujPZqcryInGc76-zPWS2VF8qnY1VPE767CqmxhhuXUxBJ5BqxjzogpwPhVICRMxj81-OSMRVpiLew0M41NNQG5ZRCuwaJcG0IJ9SZWaS3yf0fpmGgDUR554w3Yw88XhXtbM3m24xqqstkgWUSlwpDZulE_qEOiz9FgHdgVGftIftlJASLRmZlm3fyD5_66GsbrvMEjYndyvkT-d8DDraR_uWFWNmOW5UT_BuKrha3V7UkuKAX3ex4t1UOT_yKIpCx798B2Mw7H1NiVPX3Eg6hCSD7G9iQYqBprR3VtJkvVXnqMIZwL2mzlm5g==&p=2&fvj=0&vjs=3
48,1,pj_75ea8f8e7fe1a077,Fenergo Data Analyst,Aerotek,"Toronto, ON",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Algi566TYxBC0l1ip58W1zmhgcTAnstlAJvlSvUTO5b7jc0rU6qXyPAtHeZj6RQqJfTzQFaO-uk_q1rffWYIaBgMp4wFi1wpdr5QaAGUQhUUza1o-ZW5-ZkBJJU6NspB0Vq9883iB5c15Wgh80tJ_iYHx_fI-nc9oLHfDvfxAgCIALwSrcNAwHqhKq7L3-R84MFjg1p5_wYwjDfbEkqD9Rns6aKg5yXE09xl5N_14RNTCSlqWRRVoY0MfzVY-Qgc3FGElWwJRWKAWukJ-4a9sRdiBkinkrr9UlbIn3c1-IfjErTvfJPBZOGOg02I1ntR0U1_F1HCwe9ao9ymYzpJAWTT2b9SfODhzvp1FrSQRWNfZ5hhfBks8N-U9ySftOXyUF4QkmfJ8RFaGC5GRbN94LWfqWoawlbbbAJHf0mT4bYU1EpFTio36Y7lG1URfreLGHt6LQw5ufj2o6m3hweHVPchwAq_RuCOtECguz4HYtbOz054PCjQ9mi8OnCQvfRQL0JzB45TaeUHHry_ikxwPL-LOgWb6H1-jct6rMkc02U6lOqnNf1-wcekZzsoLL4wSP7K5BROgTVbZ6NincJYKGNRtToaxTJ2R4YKYV5PPlb_jH8zkV-NHMV8BM1K4VlmLLI06WIy2OSFlCn2lSGEn6VuIPumKa9vYJVNt5vbPP222fdVttYDHf&p=3&fvj=0&vjs=3
49,1,pj_bfeae1250e8a3217,Foodservice Market Analyst,New Market Group,"Newmarket, ON",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DTIGYPx1wmU1nwh82-9qQ8U5lYGdmf3yV4OndOMzR1CSTHLHC2pJD2fx7xEGYAQqcD64bhBmip95TECoL0Dk-P8k2txtkvk9QpouVpxb9XFxSE53hV9M1q2zaWCTRMn1qMfDeczrt6ABviFsU6QCZY6ZqAEzUMgUUyKBG82oaZ2x36xKLpDb0_-S14wl9svRU4W0YgprcUuVN5gRRj7TnZLHuTwwFkyBunoqGPxtqy7YsOPyTVjGlfU4g4mHOoZ-tuo-stlWnDr_aXtcIVfLDnHOLxmoTm1siV3E8gsCLvAtR8mPQm8Gf6zUYHnc20VP24CQuLBcyNDD0hJMX8U9v3F0ivoohSs53vnC0zJTW3ESoORL44H8SbauFoxDkaq3O_7PfT85lx_I8W8a_YOrVuI9m4ixpwQa6A0aSadRiZ4jCZ4NZGdgpmO2XZOvE53syKbe5XdYvTmSjgqoI1f_CVIVcv7LfqDMs=&p=4&fvj=1&vjs=3
50,1,pj_daad089484b9f0db,Data Analyst/Financial Analyst,Sunnyfuture Group,"Ottawa, ON",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DN4wB7fGLCbmuhu3zw8R1bV5ewFgVlK-RJX5HE14BWjfHp9t8BmL5nkWWqRsdm7fU7qOaW5aKKnxVW3w0jVjCR9xU0tLcXpQCFyP3vIbLJ_XXGYysxwVX413SHkTIyjKB2dDFiDli3L5sCsFWSDiOYmFBrLcCQYLTtBkIsTC_GWULD_7uZQYOjT4N2SLwEVCy0s4yrC4QCtqxXvK9V5NrEBKVn6wkSR9lC02dLhXu03JT3adcyvE7ZugGpc8LtD2u0TQD2QoFNH8OrcccWjRs-nqe1-hS2rmaOPoVIfVk_A0lSGK58k5b9UE08cEewsLkzrhhr8jQbA-1xE0ZpzeMjJxnwldBxZaFvO6x8nmVeGVA6ajOA-u73cHux7847bleJCMjwlKYgd-ga3iBFHraggTm3Q-Zydc9EFUpTEjsyu3vReGFqwqgwDU_CLZ3Y6gdBhssmS67og3an93dwJzu86872QqRR3ELYRBBVHbaoGQ==&p=5&fvj=1&vjs=3
51,1,pj_54b4c42a356ceb62,Business Intelligence Analyst,OSL Retail Services Inc,"Mississauga, ON",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BaPb9fTNd6BCQQFC6_Q3B8U8OLe3tdbrD3LrAmZR_IUIGgDymp6uBJrlpE3U5ENMG9SU1Wd4_kFjzP1R6ykwRqZxET-BcTiuyf7o6x6nmRNl-A6hPi5wGpIG_k_TlZYCWEj1eAGAbqnd8jLmU2gcZ7aNYIC0VuxgaOW195kDRy6zGO8JAI6bM5CUADZPwm_89B_VvfgS53QXzh5vbr6dW8msGAdwMGsSpVgBEvAhGHNKbz9nNez385qYgOMVoFHelIZRYnN5hQ2DcRxEhiJwM0IgL1UdCC3OgaSO6tkOvUbBTV2dSe6x7RiMEWRCy33d0BbcjwBLac0vcHQGKxsSWs0wL-BAcap5hvl5JWYJGGnHID5thdLWaGuQg4aeIuVMNMainylBXVjXIynOc9vnMaQtfo2MSt9qm4yzodFPJ9yGMLH0ubtwKE1JTE7deiEprQPphRvg1P5-2J7JY4cf_JSlilkqApLdt6gQ_BBBGZnA-Y56KKnz4TR7BGUk5zLO5XEPwq49nFOLs19oBzUaDc5YzIUjjtffWDv4ZTpyZo0UP6YDmsyDOvN_do02NG9M1cTU1VnTeFpbkXODXiP3sojFX1cfVr45IZmGMktfS2Sk6U8kI53UQYyjjwV6Q8Ng_RNLZVi0Z4srHzuUCoeOmbvJzJ2NYiSaDjIrCtNhSvg-AAzTLQMojrU9FVbYlmw91I78mFVjk_st9Tej8jIYuvCoC7-OLTVrQLHi_-C6CTu9Ydp1Zyo3EXYLFS_tm0b1yyVRntrRCTlQLEA_jPbkW6P0Vu6PoRthGJSIOpq9Xub4z15BAbUkS6Ds2eTKKuRAtJo9EzBUSir5AEUT8hw1pG&p=6&fvj=0&vjs=3
52,1,pj_392e1dcfb61aadc3,GIS (Geospatial) Data Design Intelligence Developer,Canadian National Railway,"Montréal, QC",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DAI6CbHIHK7ziDV_jOOtLnedsYxrCoPLmdH4-4XVO1DYvRnbqq-KvTCEcz-hJGhRqi5e0rNDcx20ltuxS8O7xrc5bY3kmDrW4Qi6Sx1iKYTa4CqFI0EXn3n7ogqYB1oTKWphUaWffIMKzBSOd_l3yQyd9Zb2_M9FCvIlqJLXpx0xWCGTvj_obcp9ZgXv2ivTdkGJrXR2LhI1t-35zzr6MEEaXSGpGUfZ3GcAa8UqZiQSiQ4IWOU0wJibDYewGaR7PqmNssErZnlejw_12JLdN1PpOeUTOjHuwcO2RG61rFJ5RV6PUjHpm8OMSAU0LBlToqSt5zSx12rtYrZsdHvAy6VBosf_vQXQnsFpkc0IEx6MxIa-L74R1Afbixzs24Lb1WAlcYZ66AWd5qoKNpiiZ_vQ2A_3MtXtkKytJFkaQzV21NFJAeeP585a5xcYEOP9UZmVC01LRBfjabRC7D_mOCJEpwmxPDD_Gt8Oz6PGXm2yzED5uKZoiDvetUS_HtM1BHDk851lrk_YEVyegRUFFX0O6UwZaqrfs=&p=7&fvj=0&vjs=3
53,1,pj_23815b1615dd5252,Business Intelligence Data Analyst,Adecco,"Toronto, ON",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D8yzuKB3_hl9dMIIebYr2feTQ0GuhhmSobxQABV9DTizih-3YN3nKBz6dSVGKuxT501vdV2qCuhfGtdegBA1ljyQSa0XuXKzzLz-Sx5K8kXyw6xcB_pYft9tpmQ1_v1DmwRSs-bDuvFRGs2vB1sOWD6HyzTXMbR3_TVIbkBLPIjx2CtBcvJto5zMr3J9VRZ1BnPLMOJv1Te0MensgEMJCkryHdDESrBfGBf9kBLlkp8dbEuE7jRRA291_LC-B_Qm9Hs0XHau2w3b_UqInoks22vVoOUc5d_MVJVQej-Ipg9_0BwAx28mRG-9DaLueDRo5ej1Z5Va-jIrEgqlkJYsnWB4X-a3UW17I2PkK9q1LX4f-ES66qUF5JbemDfW7W4ypuTYUIVm99ewuYUoEzjEI6NGfH7odRJE73fUpXUEexRJdz8sqyMzIjJZQmifEP5AY31CHVPSwrksfbAy1l9qsb-YPOQ_Bxj_arz97reXkkFmnbgmLUYLGvvfN1A6wmAmmbzoda0TkTBhuSPXyT32EThVWM7EAdlVWnJYUJq9SS88vtIxPBGj_Vzs0YoekXSQ-F9mm49v7oGTwCIpp2hRHfjGJAOL_e0H5iFDrZzstNMYKPK131OqkploeEP37jDdm-oTzUOTpsGpMCtggXr4u3xy0NUmPuB3j_mEEZCPlhbFrA15bTkMyJKIIfHVUEpSaLEtgppYt8XQ-87-jNKleR4-UJkjZ1oGBcX1Dcn91hJw==&p=8&fvj=0&vjs=3
54,1,pj_b3852ed1a7c22273,Data Analyst - 299930,Procom,"Toronto, ON",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BreR47D9bMWJ28XlwS8rs2_GIFY3-vSdy_Xwl-swcV-nLMwXF3u7nt_W1_ybLH0QOqYEbd4wLXeg145ALUBs1O4aaFUFLcdnBLl5t2vqXugiPUpEfReyVvJYhTMMnPD43RPvo6n3-DJNYbGHM8eC6u2AdL8UBGWM3P6dMniBxkrUfBpAD09d2RfIkeGboKEVsiGG30aQacs8PHnvJ7-rGODCueMQEPGZVgxwBkLMdrMJvethskUlO2nL7rl8keN5REn_ot5yyw-79momj2hn3AkPY2CRvgFdmt9Rp_bxJTLjpM9yf7AmamNehL4QdVWiORk_aJXvlTlZy9u-cb4BdOEx41YMU9aAFRDt2PfO2LpzmBWUXnY5fGl3onYu0KTj8fdpwlxALNtQGBXpDSeTB6ViyzcTfbxiGRwC9jpGwOMop3Llr1C7-qHH-OVwDLOXQbrPBHWHk1yR1KwIV7Owsyq40Yl38uO5ALR2xE1JlC9YYj2UFS59CKDihH_Cenkbz3-kXw-zFEcNm-mRVO82KvF8ih27cJ2DQW9r374kwsjTkNSv9qep4hfRFRkxjmuSzba_GG5kbGgu7BCYndb_1VMF1TNoyO55dRCQxhB0uzWyym3HnXnkfB&p=9&fvj=0&vjs=3
55,1,pj_1203257ffd70372d,Business Data Analyst - 300185,Procom,"Toronto, ON",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BreR47D9bMWJ28XlwS8rs2_GIFY3-vSdy_Xwl-swcV-nLMwXF3u7nt_W1_ybLH0QMhcLXLOPhhIhX85cPO7pS6PB0PaAjuwoi3mekZP24VDVv2yJMSlYM3HXell_x9-2NYz6BbOgo1HLKuP7Ewbq0b0aLrUX1cBq1y0Fc4rWAIkZojN9HX0kIZfPHFsg4rc0duT-EaT7b_AAoQoe-9OSqieKWX6hCo8zXrOz-jQSqsRaXjafy1iiDdiPh4Zc7Bchvyz_IoRRCooeEeBhkO2bUR9g9JYoUf8hZZA9mYY0Ltwj6xRhJjp5iDr9rHUMBR1m0UByqzu6fEnp6zC-HnUFYt9OYDMiH2Pd80dHiShTbdxTmcJLqMIEJ8qFuBqi-i0r3GUYo-tD-MWQDvKcZva39geA9qymPYpYTlICUCWBnESqXDTR5B6pBSmKsofB7n1aXcktAkIOBDNJWIQ0HyQU_6i4YUPbXe6WT5hKjuxLbH1T5tH7d0HotvOsQpUS0eQyvX3csISUheSt9f4oet-uuEfmGZ2yz34J9KSdz2wu4R1mw3ekpmJJgeFTZj5YPWz0T1XMum-RSP1hqQTxkTrNrlzfjtNjccEyxaKA_7GBdyHdvuce0GcBu5&p=10&fvj=0&vjs=3
56,1,p_1077d402681ebb6e,Senior Statistical Data Analyst,York Region,"Richmond Hill, ON",https://ca.indeed.com/rc/clk?jk=1077d402681ebb6e&fccid=f3c54a468b13c9c9&vjs=3
57,1,p_3e14e4f18ca4a049,Data Analyst,Norton Rose Fulbright,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=3e14e4f18ca4a049&fccid=13ca7d8a9898b593&vjs=3
58,1,p_8ee7b9bff69fdd79,Data Analyst,Hyper Hippo,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=8ee7b9bff69fdd79&fccid=7994ccfd8fca3118&vjs=3
59,1,p_85f4ac36e3a77ee7,Data Analyst,Bench Accounting,British Columbia,https://ca.indeed.com/rc/clk?jk=85f4ac36e3a77ee7&fccid=8050ea68bc1f1986&vjs=3
60,1,p_ecae2dcad8f17d8b,Data & Systems Analyst,Protein Industries Canada,"Regina, SK",https://ca.indeed.com/company/Protein-Industries-Canada/jobs/Data-System-Analyst-ecae2dcad8f17d8b?fccid=e2aafbca4dab18e4&vjs=3
61,1,pj_1203257ffd70372d,Business Data Analyst - 300185,Procom,"Toronto, ON",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BreR47D9bMWJ28XlwS8rs2_GIFY3-vSdy_Xwl-swcV-nLMwXF3u7nt_W1_ybLH0QMhcLXLOPhhIhX85cPO7pS6PB0PaAjuwoi3mekZP24VDVv2yJMSlYM3HXell_x9-2NYz6BbOgo1HLKuP7Ewbq0b0aLrUX1cBq2KvPl_4mJoQFHEIpk0_pItfoXkP51WABnStdjGcEGHNeyZHawyU5r3aWYsIrT217FsZUQbv2A0OZrm0KwzxXGpolnQm3WSw-4im0llylBGXmc5aEbYhHxaUj9DOH6Pf4xk_ZnqNxkCTVudvs4W9Rvluduq50c88HEdfhpvJr5CdTQnkni4hk0HuHrgTGKc6K6mJJahVe42RUJzOxO4e0UwGOyJijpOFcMwKPVfZ1GkJvC8m0-yMEVqOoq4u11UBfKswqTtJ64rBU77FqjB5rMqioPVqGrrQtCR7Cj6chTY-qr-wimIumYlLJe8SSfRu3d3ln-WvkU9LlYVORYBJqKlT8xDsaKjNUMx4cafjxEWWDqvkjiWeiqmiqLCil3DmqvW-9d1u0JaK4tuzEn-FrqHHsZIknAhsYGQZp0oeI6kwQBBt4aYShQ7iCe7K5Pdgx5xN27toBwT45E5GKlP6nEO&p=1&fvj=0&vjs=3
62,1,p_4ecff496cf6f49ec,Data Analyst,Altran,"Mirabel, QC",https://ca.indeed.com/company/ORC-for-Altran/jobs/Data-Analyst-4ecff496cf6f49ec?fccid=c994dd01f500241b&vjs=3
63,1,p_be48b0ed34115aff,Competitive Intelligence Data Analyst - VIE Contract (W/M),Sanofi,"Laval, QC",https://ca.indeed.com/rc/clk?jk=be48b0ed34115aff&fccid=5d3ed74ca4598964&vjs=3
